seqname	DTT	PH	EW	DTT_F	PH_F	EW_F	DTT_M	PH_M	EW_M	MPH.DTT	MPH.PH	MPH.EW
MG_165_X_MG_1542	63.8224769717752	319.57368445431	241.013744905836	65.1390241259385	227.622153212954	105.985305145492	71.3548494559717	235.416029005854	143.374649106358	-0.0648301598170232	0.380334049010653	0.933058943878499
MG_790_X_MG_1542	62.6890808698498	299.052728011777	218.30268512779	66.5351006896257	222.184790406145	105.276059078349	71.3548494559717	235.416029005854	143.374649106358	-0.0907374931435296	0.3070462959225	0.755898358154899
MG_898_X_MG_1542	63.2557789208125	316.912813874335	230.807496629538	61.2998135757987	203.058175543007	81.4734493085213	71.3548494559717	235.416029005854	143.374649106358	-0.0463090030138944	0.445525463466666	1.05300821538337
MG_1220_X_MG_1542	63.2557789208125	320.187194486856	228.304965340919	66.7096102600866	263.720712728669	81.8137835013926	71.3548494559717	235.416029005854	143.374649106358	-0.0836775944960264	0.282963836219273	1.02767933234472
MG_876_X_MG_1542	65.3808966119225	314.985698514899	219.832445630974	68.4547059646956	233.599565952779	102.002615691536	71.3548494559717	235.416029005854	143.374649106358	-0.0647149057129814	0.34317793225055	0.791791475155939
MG_1406_X_MG_1542	63.5391279462938	317.041825781243	222.703688421567	68.6292155351565	239.363170527996	105.011066042274	71.3548494559717	235.416029005854	143.374649106358	-0.092194844458607	0.335533764295161	0.79320850467027
MG_1316_X_MG_1542	NA	NA	NA	66.011571978243	214.065609672588	97.1236262626191	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_1152_X_MG_1542	63.8224769717751	328.142225266065	227.775432859047	69.8507825283828	224.050082324956	95.0036819740162	71.3548494559717	235.416029005854	143.374649106358	-0.0960349658171341	0.428363124826007	0.911041425843759
MG_1414_X_MG_1542	NA	NA	NA	70.7233303806873	248.288739813411	105.135768652162	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_1296_X_MG_1542	64.3891750227378	323.258587045366	254.656070620056	70.5488208102264	228.036867325338	80.5979331005763	71.3548494559717	235.416029005854	143.374649106358	-0.0924945788653713	0.395000827934667	1.27399325498487
MG_95_X_MG_1542	63.6808024590345	311.744274353838	233.506151051746	68.9782346760783	215.761329598779	99.5293473496367	71.3548494559717	235.416029005854	143.374649106358	-0.0924335077092381	0.381914532759255	0.922620907507784
MG_697_X_MG_1542	64.5308495354785	315.751706712164	246.544417494272	67.4076485419302	235.944083068121	86.4615535169987	71.3548494559717	235.416029005854	143.374649106358	-0.0699093708091907	0.33974724896794	1.14539236795777
MG_1045_X_MG_1542	66.3726182011071	326.93542639224	238.118967338271	72.8174452262181	207.490087024014	81.7691315530984	71.3548494559717	235.416029005854	143.374649106358	-0.0792597378377389	0.476319312647255	1.11526133780653
MG_901_X_MG_1542	64.2475005099971	338.697559966389	237.883619568551	67.0586294010084	273.60934034173	109.474380119965	71.3548494559717	235.416029005854	143.374649106358	-0.071658323444312	0.330768878574742	0.881625729760057
MG_802_X_MG_1542	64.6725240482191	313.623010248184	220.303141170416	68.2801963942347	197.587635607207	80.0159876101069	71.3548494559717	235.416029005854	143.374649106358	-0.0736920856158617	0.448592868277189	0.97235787863421
MG_734_X_MG_1542	64.3891750227378	288.401182447696	208.837782326112	67.0586294010084	188.362550573959	78.1324586777379	71.3548494559717	235.416029005854	143.374649106358	-0.0696112032662678	0.361093723678308	0.88560795556653
MG_1221_X_MG_1542	64.3891750227378	315.114710421806	223.527405615589	65.4880432668603	182.233997579844	68.3851965429097	71.3548494559717	235.416029005854	143.374649106358	-0.0589328573584797	0.508989298996955	1.11114061714808
MG_1395_X_MG_1542	63.6808024590345	324.838982904987	243.280928424734	67.756667682852	220.507502218282	78.771559529449	71.3548494559717	235.416029005854	143.374649106358	-0.0844639787015556	0.424971341280884	1.19027756466081
MG_1222_X_MG_1542	63.8224769717751	322.637717243372	229.764121513187	67.2331389714693	263.517963607059	117.803474965461	71.3548494559717	235.416029005854	143.374649106358	-0.0789609157911989	0.293308221208665	0.759443845687522
MG_805_X_MG_1542	65.9475946628851	334.929037988984	248.56840831387	71.4213686625309	283.249139487361	88.6542409924948	71.3548494559717	235.416029005854	143.374649106358	-0.0762103726805627	0.291503877007949	1.14256430057456
MG_902_X_MG_1542	66.7976417393291	322.316025656448	245.720700300249	71.7703878034527	220.194162666703	142.679046729104	71.3548494559717	235.416029005854	143.374649106358	-0.0665847195312768	0.414876276025422	0.718004024262546
MG_164_X_MG_1542	63.1141044080718	308.059371762782	238.166036892215	67.756667682852	219.079042497849	94.4321283615989	71.3548494559717	235.416029005854	143.374649106358	-0.0926113709896747	0.355611495383497	1.00302143974266
MG_1336_X_MG_1542	NA	NA	NA	73.8645026489835	226.352206442144	78.5663198198418	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_434_X_MG_1542	61.8390337934059	292.698891596564	226.092696305544	65.3135336963994	189.362472378262	88.0709965155152	71.3548494559717	235.416029005854	143.374649106358	-0.0950498957105277	0.378124790415813	0.953743356873737
MG_707_X_MG_1542	63.5391279462938	310.042929831491	228.446174002751	69.6762729579219	237.188225405273	91.7821980070804	71.3548494559717	235.416029005854	143.374649106358	-0.0989346626651497	0.312061526901868	0.942925981590064
MG_1267_X_MG_1542	65.6642456374038	314.034235701453	233.647359713578	72.4684260852963	216.752575534117	130.048320240906	71.3548494559717	235.416029005854	143.374649106358	-0.0868759539750241	0.389013887954235	0.709054365632548
MG_431_X_MG_1542	66.3726182011071	300.883084441032	209.241795993543	66.7096102600866	211.558893259957	85.2223213777051	71.3548494559717	235.416029005854	143.374649106358	-0.0385271004919264	0.346308571030301	0.830661146125124
MG_1436_X_MG_1542	64.8141985609598	325.016374276985	221.468112630533	72.1242696705519	237.79914527459	86.422803724311	71.3548494559717	235.416029005854	143.374649106358	-0.0965347577328661	0.373651530812361	0.927507114656544
MG_881_X_MG_1542	63.5391279462938	314.509967108176	231.49785007954	69.501763387461	208.029215370113	81.6708951006265	71.3548494559717	235.416029005854	143.374649106358	-0.0978183180235935	0.41848388768163	1.0573422228402
MG_150_X_MG_1542	62.9724298953312	310.486408261487	229.811191067131	65.3135336963994	201.154176973707	82.3931310219594	71.3548494559717	235.416029005854	143.374649106358	-0.0784638196074442	0.422389361476596	1.0358192026915
MG_1129_X_MG_1542	63.2557789208125	300.383163301764	233.388477166886	65.1390241259385	161.111225455765	77.7505569492763	71.3548494559717	235.416029005854	143.374649106358	-0.0731338006485309	0.515069443131249	1.11091698979054
MG_368_X_MG_1542	65.2392220991818	300.189645441402	218.137941688985	72.4684260852963	224.872752239525	77.9557966526484	71.3548494559717	235.416029005854	143.374649106358	-0.0927863121784853	0.304353517499144	0.971151695293674
MG_1130_X_MG_1542	63.8224769717751	309.043087552955	242.54350540902	69.3272538170001	206.195257406461	102.844358276717	71.3548494559717	235.416029005854	143.374649106358	-0.0926709867574629	0.399615893260544	0.97014444974724
MG_545_X_MG_1542	63.1141044080718	309.486565982951	229.646447628327	68.4547059646956	206.333495443922	95.5089873274147	71.3548494559717	235.416029005854	143.374649106358	-0.097141762332763	0.401185734691776	0.922663695652451
MG_126_X_MG_1542	64.6725240482191	297.734110615064	216.814110484306	71.0723495216091	202.803817554078	106.53867295612	71.3548494559717	235.416029005854	143.374649106358	-0.0918514930789438	0.358834443269996	0.735114468448407
MG_899_X_MG_1542	64.3891750227378	304.084192381184	242.578807574478	69.8507825283828	178.515394372136	77.7817326052556	71.3548494559717	235.416029005854	143.374649106358	-0.0880084013947534	0.469249132620228	1.19373102143441
MG_872_X_MG_1542	65.8059201501444	319.791392047217	224.500176401024	66.1860815487039	212.904410157913	113.777918990963	71.3548494559717	235.416029005854	143.374649106358	-0.0431078273287625	0.426619730493262	0.746046543980541
MG_436_X_MG_1542	63.2557789208125	312.969887469463	238.495523769824	65.6625528373212	229.257969989579	98.3394766634354	71.3548494559717	235.416029005854	143.374649106358	-0.0766752563968449	0.347051430233087	0.973368523749127
MG_393_X_MG_1542	NA	NA	NA	65.4880432668603	216.646053038531	123.243626117831	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_99_X_MG_1542	63.2557789208125	303.785852346459	230.128910556254	66.011571978243	195.978544851158	89.5323551703426	71.3548494559717	235.416029005854	143.374649106358	-0.0790212300739606	0.408389770090852	0.976144180557609
MG_549_X_MG_1542	62.1223828188872	306.132256403346	228.799195657332	66.1860815487039	186.44564978783	80.0783389127128	71.3548494559717	235.416029005854	143.374649106358	-0.0966706075768034	0.451339487761643	1.04785084939482
MG_870_X_MG_1542	63.6808024590345	314.361367144236	227.29296993112	71.24685909207	232.792255814005	85.6774526962812	71.3548494559717	235.416029005854	143.374649106358	-0.106871816510097	0.342827016677781	0.984639897580727
MG_1032_X_MG_1542	62.8307553825905	311.913602481655	231.670438447925	66.3605911191648	230.0735744106	113.241437986262	71.3548494559717	235.416029005854	143.374649106358	-0.0875278019633459	0.34015282056729	0.805580009208921
MG_1142_X_MG_1542	63.9641514845158	332.716772470549	240.590118920339	71.0723495216091	215.807408944599	94.4931806839298	71.3548494559717	235.416029005854	143.374649106358	-0.101798645993392	0.47473178247041	1.02288909040328
MG_723_X_MG_1542	63.1141044080718	NA	218.561567674482	67.756667682852	196.200647298012	98.4266188826576	71.3548494559717	235.416029005854	143.374649106358	-0.0926113709896747	NA	0.807778507467634
MG_417_X_MG_1542	64.1058259972565	314.050362189816	227.999013240282	66.1860815487039	201.559675216927	85.9380623727224	71.3548494559717	235.416029005854	143.374649106358	-0.0678291105201655	0.437381342509172	0.988542299026295
MG_787_X_MG_1542	63.1141044080718	303.600397730279	221.903506004516	67.2331389714693	209.982979632899	86.0770538170757	71.3548494559717	235.416029005854	143.374649106358	-0.0891836280441323	0.363273792001267	0.934206660288449
MG_377_X_MG_1542	65.5225711246631	318.574233421102	232.823642519556	71.0723495216091	237.059203236976	91.7341355436158	71.3548494559717	235.416029005854	143.374649106358	-0.0799149095816048	0.348533051812417	0.980560980451497
MG_1133_X_MG_1542	64.8141985609598	307.317553298062	226.414338253573	71.0723495216091	211.601900643246	83.8298089533581	71.3548494559717	235.416029005854	143.374649106358	-0.0898620624960536	0.374967458416266	0.993044856488375
MG_868_X_MG_1542	63.2557789208125	310.244510936034	222.997873133717	66.3605911191648	215.586228084661	111.599520351491	71.3548494559717	235.416029005854	143.374649106358	-0.0813553127138182	0.375800258461982	0.7491801119139
MG_1495_X_MG_1542	65.2392220991818	313.752022155092	214.572422977717	71.5958782329918	213.291476662805	74.6303938475165	71.3548494559717	235.416029005854	143.374649106358	-0.0872488282657607	0.398470131171718	0.968508802093319
MG_708_X_MG_1542	64.8141985609598	313.348859946005	238.707336762573	68.4547059646956	232.862296419652	120.336245987495	71.3548494559717	235.416029005854	143.374649106358	-0.0728216198679272	0.338301787345281	0.810371442390491
MG_1443_X_MG_1542	66.7976417393291	290.978732832417	221.672434961583	69.501763387461	204.34286770448	108.876846803844	71.3548494559717	235.416029005854	143.374649106358	-0.0515512138066654	0.323355752477624	0.757551004101837
MG_1049_X_MG_1542	63.8224769717751	312.034551144381	234.67504497077	69.6762729579219	215.549364608005	108.588472029291	71.3548494559717	235.416029005854	143.374649106358	-0.0949164144851524	0.383851424358127	0.862772963861075
MG_573_X_MG_1542	64.5308495354785	327.757877298778	238.130734726757	68.9782346760783	243.842082941741	111.682655421112	71.3548494559717	235.416029005854	143.374649106358	-0.0803188010211969	0.367771850399549	0.867272416823569
MG_566_X_MG_1542	65.9475946628851	NA	230.658443038126	73.1664643671399	279.63651877504	60.9209011870295	71.3548494559717	235.416029005854	143.374649106358	-0.0873651378010256	NA	1.25808582425686
MG_1223_X_MG_1542	64.5308495354785	326.66136222223	238.935346278289	70.1998016693046	229.557485737412	96.1000257109849	71.3548494559717	235.416029005854	143.374649106358	-0.0882553272181994	0.405075135957347	0.99549573632815
MG_1453_X_MG_1542	64.2475005099971	309.62364113404	226.0456267516	70.8978399511482	231.63105629933	93.6215614323976	71.3548494559717	235.416029005854	143.374649106358	-0.0967130283755263	0.325877629368875	0.907588532641412
MG_1053_X_MG_1542	63.9641514845158	316.437082467612	232.046994879478	68.2801963942347	229.594349214068	111.105905872007	71.3548494559717	235.416029005854	143.374649106358	-0.0838381425658226	0.360989333953989	0.823691361402492
MG_418_X_MG_1542	NA	NA	NA	70.7233303806873	244.80974920397	85.3210442729783	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_1438_X_MG_1542	62.9724298953312	311.666329665457	238.33078033102	70.4330610099419	205.575285509945	73.422813832917	71.3548494559717	235.416029005854	143.374649106358	-0.111737669475423	0.413480580712395	1.19864916406126
MG_1458_X_MG_1542	63.6808024590345	321.516926302109	207.194270396973	68.2801963942347	232.976573197287	115.60818950915	71.3548494559717	235.416029005854	143.374649106358	-0.0878965653458067	0.372852281568135	0.600061776329346
MG_1509_X_MG_1542	NA	NA	NA	69.8507825283828	214.074825541752	66.5091366830893	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_1088_X_MG_1542	63.2557789208125	311.913602481655	222.538944982762	66.1860815487039	192.601850389438	94.5828106814259	71.3548494559717	235.416029005854	143.374649106358	-0.0801897521158677	0.457479313351721	0.870409485638547
MG_387_X_MG_1542	63.6808024590345	320.726728372299	237.012832820584	70.3743112397655	244.146206624156	74.5160831265918	71.3548494559717	235.416029005854	143.374649106358	-0.101373321531991	0.337581254499551	1.17552009111788
MG_229_X_MG_1542	62.9724298953312	315.191311241533	232.611829526807	63.7429475622513	214.54483486912	81.5903580009075	71.3548494559717	235.416029005854	143.374649106358	-0.0677504550746003	0.400972113561912	1.06798232772171
MG_1057_X_MG_1542	63.9641514845158	316.359137779231	221.456345242047	70.5488208102264	238.252658293724	83.8207160493459	71.3548494559717	235.416029005854	143.374649106358	-0.0984848895800229	0.335782357000709	0.94947942789481
MG_1344_X_MG_1542	NA	NA	NA	71.5958782329918	250.43142939406	88.5918896945652	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_783_X_MG_1542	65.0975475864411	315.509809386712	239.436914848707	70.1998016693046	207.686385037209	95.0402004947847	71.3548494559717	235.416029005854	143.374649106358	-0.080248553206075	0.424094292368487	1.00857383882987
MG_564_X_MG_1542	64.1058259972565	301.108855278121	228.163756679086	68.9782346760783	156.042497415519	93.4838689729957	71.3548494559717	235.416029005854	143.374649106358	-0.0863761543652175	0.538394669957971	0.926582658113611
MG_231_X_MG_1542	64.5308495354785	321.369664393031	229.364030304662	69.501763387461	208.875232159376	119.164811733828	71.3548494559717	235.416029005854	143.374649106358	-0.0837370254358322	0.446662099768444	0.747272806690811
MG_1341_X_MG_1542	NA	NA	NA	69.1527442465392	240.542801780999	70.8061806215367	71.3548494559717	235.416029005854	143.374649106358	NA	NA	NA
MG_1050_X_MG_1542	63.5391279462938	317.203090664878	235.071213720388	69.3272538170001	242.929711894497	107.970154939919	71.3548494559717	235.416029005854	143.374649106358	-0.0966992038353879	0.32625029781945	0.870507843695923
MG_1089_X_MG_1542	64.9558730737005	NA	239.495751791137	70.5488208102264	240.699471556788	107.579160318357	71.3548494559717	235.416029005854	143.374649106358	-0.0845074979125019	NA	0.908683931438663
MG_701_X_MG_1542	64.5308495354785	317.928782641234	229.175752088885	70.0252920988437	227.198223231406	89.4232403907821	71.3548494559717	235.416029005854	143.374649106358	-0.0871299345748805	0.374487625937554	0.968881698918498
MG_695_X_MG_1542	63.6808024590345	314.821745877828	209.265330770515	65.4880432668603	206.582323911352	90.4878182906824	71.3548494559717	235.416029005854	143.374649106358	-0.0692859352510681	0.424538095221362	0.789644427339719
MG_390_X_MG_1542	62.9724298953312	301.272807915192	218.577257521875	62.8703997099468	221.346146312214	70.4424646886294	71.3548494559717	235.416029005854	143.374649106358	-0.0616902514743746	0.319167059774157	1.0445253763125
MG_892_X_MG_1542	64.3891750227378	318.122300501596	243.767313811568	69.6762729579219	211.374575876675	85.4834444735673	71.3548494559717	235.416029005854	143.374649106358	-0.0868799181251565	0.424033079590997	1.13029226975043
MG_548_X_MG_1542	64.3891750227378	318.219059431777	229.434634635578	63.5684379917904	191.205646211079	93.9364335851545	71.3548494559717	235.416029005854	143.374649106358	-0.0455439347686041	0.491809150437402	0.933619214352721
MG_532_X_MG_1542	63.2557789208125	324.653528288807	246.968043479769	67.2331389714693	240.376916136045	113.553194499291	71.3548494559717	235.416029005854	143.374649106358	-0.087139085593545	0.364684077827103	0.922470060184158
MG_711_X_MG_1542	63.6808024590345	322.403883162101	225.316048665466	65.1390241259385	245.768199597034	87.9370804445855	71.3548494559717	235.416029005854	143.374649106358	-0.0669060700249005	0.340043434499906	0.94815930089566
MG_364_X_MG_1542	64.9558730737005	301.978073000913	214.505741105707	66.8392426061456	195.520712824058	99.2618803254017	71.3548494559717	235.416029005854	143.374649106358	-0.0599327061752643	0.401496060505799	0.768124046350866
MG_794_X_MG_1542	63.5391279462938	310.438028796396	233.137439549773	68.2801963942347	197.55077213055	89.3349093735611	71.3548494559717	235.416029005854	143.374649106358	-0.0899257767357994	0.434003845013484	1.00367738285139
MG_406_X_MG_1542	63.9641514845158	307.188541391154	225.033631341801	63.7429475622513	211.402223484168	91.0599620841888	71.3548494559717	235.416029005854	143.374649106358	-0.0530689190159356	0.3750044438841	0.919798703774975
MG_571_X_MG_1542	63.6808024590345	317.557873408874	223.221453514952	64.4409858440949	209.351692595159	98.5499123097305	71.3548494559717	235.416029005854	143.374649106358	-0.0621096395435144	0.427971761375908	0.845380660883218
MG_688_X_MG_1542	65.0975475864411	318.581905419955	226.422183183153	67.5821581123911	252.956577545019	140.618855766969	71.3548494559717	235.416029005854	143.374649106358	-0.0629199703410858	0.304667383659934	0.594558884606511
MG_884_X_MG_1542	64.2475005099971	312.744116632374	231.411555901232	63.0449092804077	211.328496530855	79.9224606561979	71.3548494559717	235.416029005854	143.374649106358	-0.043934288066448	0.400102737718611	1.07267846993008
MG_67_X_MG_1542	61.9807083061465	297.173992117431	223.033175299175	62.521380569025	181.759380317894	75.9969265634835	71.3548494559717	235.416029005854	143.374649106358	-0.0740595504583035	0.424695633902092	1.03338262596832
MG_1474_X_MG_1542	64.9558730737005	331.870131831466	234.824098562182	70.3743112397655	258.154327753562	73.1495504106247	71.3548494559717	235.416029005854	143.374649106358	-0.083380261975203	0.344773353125952	1.16903329129975
